id,block,german,spanish,pos,note,prio
543,8,der Bauplan / die Zeichnung,plano,noun,m,3
544,8,ich schweiße,sueldo,verb,yo; gleiche Form wie das Nomen sueldo = das Gehalt,1
545,8,du schweißt,soldás,verb,vos,1
546,8,er/sie schweißt,suelda,verb,él/ella,1
547,8,ich schneide,corto,verb,yo,2
548,8,du schneidest,cortás,verb,vos,2
549,8,er/sie schneidet,corta,verb,él/ella,2
550,8,ich messe,mido,verb,yo,2
551,8,du misst,medís,verb,vos,2
552,8,er/sie misst,mide,verb,él/ella,2
553,8,ich repariere / ich richte her,arreglo,verb,yo,2
554,8,du reparierst / du richtest her,arreglás,verb,vos,2
555,8,er/sie repariert / richtet her,arregla,verb,él/ella,2
556,8,ich nehme / ich greife,agarro,verb,yo; porteño für coger (coger vermeiden!),2
557,8,du nimmst / du greifst,agarrás,verb,vos; porteño für coger,2
558,8,er/sie nimmt / greift,agarra,verb,él/ella; porteño für coger,2
559,8,ich bringe / ich hole,traigo,verb,yo,2
560,8,du bringst / du holst,traés,verb,vos,2
561,8,er/sie bringt / holt,trae,verb,él/ella,2
562,8,ich lege / ich stelle / ich setze,pongo,verb,yo,2
563,8,du legst / du stellst / du setzt,ponés,verb,vos,2
564,8,er/sie legt / stellt / setzt,pone,verb,él/ella,2
565,8,ich fange an,empiezo,verb,yo,2
566,8,du fängst an,empezás,verb,vos,2
567,8,er/sie fängt an,empieza,verb,él/ella,2
568,8,ich höre auf / ich werde fertig,termino,verb,yo,2
569,8,du hörst auf / du wirst fertig,terminás,verb,vos,2
570,8,er/sie hört auf / wird fertig,termina,verb,él/ella,2
571,8,ich helfe,ayudo,verb,yo,1
572,8,du hilfst,ayudás,verb,vos,1
573,8,er/sie hilft,ayuda,verb,él/ella; auch Nomen: die Hilfe,1
574,8,hilfst du mir kurz?,¿me das una mano?,phrase,umgangssprachlich; wörtlich: gibst du mir eine Hand?,1
575,8,es ist fertig,está listo,phrase,listo = fertig / bereit,1
576,8,es ist kaputt,está roto,phrase,roto = kaputt / gebrochen,1
577,8,es funktioniert nicht / es geht nicht,no funciona,phrase,,1
578,8,vorsichtig / mit Vorsicht,con cuidado,phrase,,1
579,8,um acht fange ich an,a las ocho empiezo,phrase,,1
580,8,heute habe ich frei,hoy tengo franco,phrase,franco = porteño für freier Tag,1
581,9,der Supermarkt,supermercado,noun,m; umgangssprachlich oft: el súper,1
582,9,der Supermarkt an der Ecke (ugs.),chino,noun,"m; porteño, umgangssprachlich: kleiner Supermarkt, meist von Chinesen geführt; auch Adjektiv chinesisch",1
583,9,der Obst- und Gemüseladen,verdulería,noun,f,2
584,9,die Bäckerei,panadería,noun,f; dort auch facturas und medialunas,2
585,9,die Fleischerei / die Metzgerei,carnicería,noun,f,2
586,9,der Kiosk,kiosco,noun,"m; porteño: kleiner Laden für Süßes, Getränke, Zigaretten, SUBE-Aufladung",1
587,9,die Kasse,caja,noun,f; auch: die Schachtel,1
588,9,die Kassiererin,cajera,noun,f; m: cajero (auch: der Geldautomat = cajero automático),2
589,9,die Tüte / die Tasche (Einkauf),bolsa,noun,f; im chino kostet die bolsa extra,1
590,9,der Einkaufswagen,carrito,noun,m; auch: der Imbisswagen,2
591,9,der Preis,precio,noun,m,1
592,9,das Angebot / das Sonderangebot,oferta,noun,f; en oferta = im Angebot,2
593,9,der Rabatt,descuento,noun,m; con descuento = mit Rabatt,2
594,9,die Karte (Bank-/Kreditkarte),tarjeta,noun,f,1
595,9,das Bargeld,efectivo,noun,m; en efectivo = bar,1
596,9,die Debitkarte / EC-Zahlung,débito,noun,m; ¿débito o crédito?,2
597,9,die Kreditkarte / Kreditzahlung,crédito,noun,m; ¿débito o crédito?,2
598,9,der Kassenbon,ticket,noun,m; porteño für recibo im Laden; Aussprache tíquet,2
599,9,das Wechselgeld,vuelto,noun,m; porteño für cambio,1
600,9,die SUBE-Karte (Fahrkarte),SUBE,noun,"f; la SUBE; Chipkarte für colectivo und subte, Aufladen im kiosco",1
601,9,die Milch,leche,noun,f,1
602,9,das Ei,huevo,noun,m,1
603,9,der Käse,queso,noun,m,1
604,9,der Apfel,manzana,noun,f,2
605,9,die Banane,banana,noun,f; porteño für plátano,2
606,9,die Orange,naranja,noun,f; auch: orange (Farbe),3
607,9,die Tomate,tomate,noun,m,2
608,9,die Kartoffel,papa,noun,f; porteño für patata; papas fritas = Pommes,2
609,9,die Zwiebel,cebolla,noun,f,3
610,9,der Kopfsalat,lechuga,noun,f,3
611,9,der Reis,arroz,noun,m,2
612,9,die Nudeln,fideos,noun,m; Plural; porteño für pasta im Alltag,2
613,9,das Hähnchen / das Hühnerfleisch,pollo,noun,m,2
614,9,der Fisch (Lebensmittel),pescado,noun,m; lebender Fisch = pez,3
615,9,der Schinken,jamón,noun,"m; jamón cocido = Kochschinken, jamón crudo = roher Schinken",3
616,9,der Mate-Tee (Kraut),yerba,noun,"f; yerba mate, das Kraut für den mate",2
617,9,der Zucker,azúcar,noun,m; el azúcar,2
618,9,das Salz,sal,noun,f,3
619,9,das Öl,aceite,noun,m; aceite de oliva = Olivenöl,3
620,9,die Butter,manteca,noun,f; porteño für mantequilla,2
621,9,die Limonade / das Softgetränk,gaseosa,noun,"f; porteño für refresco (Coca, Sprite …)",2
622,9,der Saft,jugo,noun,m; porteño für zumo,3
623,9,Wasser mit Kohlensäure,agua con gas,phrase,f; el agua,3
624,9,stilles Wasser,agua sin gas,phrase,f; el agua,2
625,9,die Avocado,palta,noun,f; porteño für aguacate,2
626,9,die Erdbeere,frutilla,noun,f; porteño für fresa,2
627,9,die Dulce de Leche (Milchkaramellcreme),dulce de leche,noun,m; argentinischer Brotaufstrich,3
628,9,das Gemüse,verdura,noun,f; meist Plural: las verduras,2
629,9,das Kilo,kilo,noun,m; un kilo de papas,1
630,9,ein halbes Kilo,medio kilo,phrase,medio kilo de tomates,2
631,9,das Dutzend,docena,noun,f; una docena de huevos; media docena = ein halbes Dutzend,2
632,9,das Paket / die Packung,paquete,noun,m; un paquete de fideos,2
633,9,die Flasche,botella,noun,f; una botella de agua,2
634,9,die Dose,lata,noun,f; una lata de gaseosa,3
635,9,es kostet,cuesta,verb,él/ella; ¿cuánto cuesta?,1
636,9,es kostet (ugs.),sale,verb,él/ella; porteño: ¿cuánto sale?; in Block 2: er/sie geht raus,1
637,9,ich wähle / ich suche aus,elijo,verb,yo,2
638,9,du wählst / du suchst aus,elegís,verb,vos,2
639,9,er/sie wählt / sucht aus,elige,verb,él/ella,2
640,9,ich probiere,pruebo,verb,yo; kosten und anprobieren,2
641,9,du probierst,probás,verb,vos; kosten und anprobieren,2
642,9,er/sie probiert,prueba,verb,él/ella; kosten und anprobieren,2
643,9,wie viel kostet das?,¿cuánto sale?,phrase,"porteño; auch: ¿cuánto cuesta?, ¿cuánto es?",1
644,9,hast du Kleingeld? / hast du Wechselgeld?,¿tenés cambio?,phrase,"vos; Standardfrage an der Kasse und im kiosco; cambio = Kleingeld, vuelto = Wechselgeld",1
645,9,kannst du mir das abkassieren?,¿me cobrás?,phrase,"vos; an der Kasse oder im Café, um zu zahlen",1
646,9,mit Karte,con tarjeta,phrase,,1
647,9,in bar,en efectivo,phrase,,1
648,9,sonst noch etwas?,¿algo más?,phrase,Frage der Kassiererin,1
649,9,das ist alles / sonst nichts,nada más,phrase,Antwort auf ¿algo más?,1
650,9,gleichfalls / ebenso,igualmente,adv,"Antwort auf buen día, que tengas buen día",2
651,10,woher bist du? / wo kommst du her?,¿de dónde sos?,phrase,voseo; Standardfrage an der Milonga,1
652,10,ich komme aus Deutschland,soy de Alemania,phrase,yo,1
653,10,bist du von hier?,¿sos de acá?,phrase,voseo; acá = porteño für aquí,2
654,10,seit wann tanzt du? / wie lange tanzt du schon?,¿hace cuánto bailás?,phrase,voseo; hace cuánto = seit wie lange,1
655,10,seit zwei Jahren,hace dos años,phrase,hace + Zeitraum = seit,1
656,10,seit einem Monat,hace un mes,phrase,hace + Zeitraum = seit,2
657,10,ich bin gerade erst angekommen,recién llegué,phrase,recién = gerade erst (porteño); llegué = pretérito yo,1
658,10,kommst du öfter her?,¿venís seguido?,phrase,voseo; seguido = oft / regelmäßig (porteño),1
659,10,ich komme jeden Donnerstag,vengo todos los jueves,phrase,yo,2
660,10,willst du was trinken?,¿querés tomar algo?,phrase,voseo; Einladung an der Mesa,1
661,10,was machst du (beruflich)?,¿qué hacés?,phrase,voseo; auch: was machst du gerade?,1
662,10,ich arbeite als Schweißer,trabajo de soldador,phrase,"trabajo de + Beruf, ohne Artikel",1
663,10,in welchem Viertel wohnst du?,¿en qué barrio vivís?,phrase,voseo,2
664,10,ich wohne in Almagro,vivo en Almagro,phrase,Almagro = Tango-Viertel in Buenos Aires,2
665,10,hat dir die Tanda gefallen?,¿te gustó la tanda?,phrase,gustó = pretérito él/ella (gustar),2
666,10,danke für die Tanda,gracias por la tanda,phrase,nach dem letzten Tango der Tanda,1
667,10,du tanzt sehr gut,bailás muy bien,phrase,voseo; Kompliment,1
668,10,ich liebe dieses Orchester,me encanta esta orquesta,phrase,me encanta = ich liebe / mir gefällt sehr,2
669,10,welches Orchester ist das?,¿qué orquesta es?,phrase,,2
670,10,Di Sarli (Orchester),Di Sarli,noun,"m; Carlos Di Sarli, Orchesterleiter; eleganter, weicher Stil",3
671,10,D'Arienzo (Orchester),D'Arienzo,noun,"m; Juan D'Arienzo, Orchesterleiter; rhythmisch, „el rey del compás“",3
672,10,Pugliese (Orchester),Pugliese,noun,"m; Osvaldo Pugliese, Orchesterleiter; dramatisch, oft die letzten Tandas",3
673,10,Troilo (Orchester),Troilo,noun,"m; Aníbal Troilo, Bandoneonist und Orchesterleiter",3
674,10,nimmst du Unterricht?,¿tomás clases?,phrase,voseo; tomar clases = Unterricht nehmen,2
675,10,wo nimmst du Unterricht?,¿dónde tomás clases?,phrase,voseo,2
676,10,die Práctica (Übungsabend),práctica,noun,f; lockerer Übungsabend ohne Milonga-Codes,2
677,10,die Tangostunde,clase de tango,noun,f,2
678,10,gehst du am Samstag hin?,¿vas a ir el sábado?,phrase,voseo; ir a + infinitivo = Zukunft,2
679,10,gibst du mir deine Nummer?,¿me das tu número?,phrase,voseo,2
680,10,hast du WhatsApp?,¿tenés WhatsApp?,phrase,voseo,2
681,10,bis zum nächsten Mal,hasta la próxima,phrase,Abschied an der Milonga,1
682,10,ich verstehe nicht,no entiendo,phrase,entiendo = ich verstehe (Block 2),1
683,10,kannst du das wiederholen?,¿podés repetir?,phrase,voseo,1
684,10,"langsamer, bitte","más despacio, por favor",phrase,,1
685,10,wie sagt man das auf Spanisch?,¿cómo se dice esto en castellano?,phrase,"in Argentinien sagt man castellano, nicht español",1
686,10,das Spanische (in Argentinien),castellano,noun,m; so nennen Argentinier ihre Sprache,1
687,10,ich lerne gerade,estoy aprendiendo,phrase,estar + gerundio; z. B. estoy aprendiendo castellano,1
688,10,sprichst du Englisch?,¿hablás inglés?,phrase,voseo,1
689,10,ein bisschen,un poco,phrase,Antwort auf ¿hablás…?,1
690,10,tanzen wir die nächste?,¿bailamos la próxima?,phrase,la próxima = die nächste Tanda,1
691,10,die nächste? (Tanda),¿la que viene?,phrase,"la que viene = die, die kommt; Antwort: dale",2
692,10,die letzte (Tanda),la última,phrase,auch: ¿la última? = tanzen wir die letzte?,2
693,10,entschuldigen Sie / darf ich mal,con permiso,phrase,beim Vorbeigehen oder Betreten der Pista,1
694,10,es war mir ein Vergnügen,fue un placer,phrase,fue = pretérito (ser); nach der Tanda oder beim Abschied,2
695,10,sehr erfreut / freut mich,encantado,phrase,sagt ein Mann; eine Frau: encantada,2
696,10,die Verbindung (zum Partner),conexión,noun,f; das Wichtigste in der Umarmung,2
697,10,die Musikalität,musicalidad,noun,f,2
698,10,die Achse (Gleichgewicht),eje,noun,m; Körperachse beim Tanzen,2
699,10,der Auftritt / die Fußsetzung,pisada,noun,f; wie der Fuß aufgesetzt wird,2
700,10,die Sacada (Verdrängungsschritt),sacada,noun,f; Tangofigur,3
701,10,der Gancho (Beinhaken),gancho,noun,"m; Tangofigur, wörtlich Haken",3
702,10,der Boleo (Beinschwung),boleo,noun,m; Tangofigur,3
703,10,die Barrida (Fußschieben),barrida,noun,"f; Tangofigur, wörtlich das Fegen",3
704,10,die Verzierung,adorno,noun,m; kleine Schmuckbewegung beim Tanzen,3
705,11,hundert (vor weiteren Zahlen),ciento,func,vor Zahlen: ciento diez = 110; allein: cien,1
706,11,zweihundert,doscientos,func,vor femininen Nomen: doscientas,1
707,11,dreihundert,trescientos,func,"ebenso: cuatrocientos, seiscientos, ochocientos",2
708,11,fünfhundert,quinientos,func,"unregelmäßig (nicht cincocientos); 700 = setecientos, 900 = novecientos",1
709,11,tausend,mil,func,ohne un: mil pesos; 1.500 = mil quinientos,1
710,11,zweitausend,dos mil,func,,1
711,11,zehntausend,diez mil,func,,1
712,11,hunderttausend,cien mil,func,,2
713,11,eine Million,un millón,func,m; un millón de pesos,2
714,11,tausend Pesos (ugs.),lucas,func,Lunfardo; f pl; cinco lucas = 5.000 Pesos; Preise in BA fast immer in lucas,1
715,11,eine Million Pesos (ugs.),un palo,func,Lunfardo; m; dos palos = 2 Millionen,3
716,11,wie spät ist es?,¿qué hora es?,phrase,,1
717,11,es ist … Uhr (ab zwei),son las,phrase,son las tres = es ist drei; son las diez y diez,1
718,11,es ist ein Uhr,es la una,phrase,nur bei eins: es la una y media,1
719,11,halb (… Uhr dreißig),y media,phrase,las dos y media = halb drei (2:30),1
720,11,Viertel nach,y cuarto,phrase,las nueve y cuarto = Viertel nach neun,2
721,11,Viertel vor,menos cuarto,phrase,las tres menos cuarto = Viertel vor drei,2
722,11,Punkt (genau … Uhr),en punto,phrase,a las ocho en punto = Punkt acht,3
723,11,um wie viel Uhr?,¿a qué hora?,phrase,Antwort: a las nueve = um neun,1
724,11,morgens (Uhrzeit),de la mañana,phrase,las ocho de la mañana = acht Uhr morgens,1
725,11,nachmittags (Uhrzeit),de la tarde,phrase,las cinco de la tarde = 17 Uhr,1
726,11,abends / nachts (Uhrzeit),de la noche,phrase,las once de la noche = 23 Uhr,1
727,11,der Mittag,mediodía,noun,m; al mediodía = mittags,2
728,11,die Mitternacht,medianoche,noun,f; a la medianoche,3
729,11,die frühen Morgenstunden,madrugada,noun,f; ca. 1–6 Uhr; Milongas gehen bis la madrugada,2
730,11,das Wochenende,fin de semana,noun,m; el fin de semana = am Wochenende,1
731,11,die Miete,alquiler,noun,m; ¿cuánto es el alquiler?,1
732,11,ich miete,alquilo,verb,yo,2
733,11,du mietest,alquilás,verb,vos,2
734,11,er/sie mietet / vermietet,alquila,verb,él/ella; se alquila = zu vermieten,2
735,11,die Wohnung,departamento,noun,m; porteño für piso / apartamento; kurz: depto,1
736,11,die Einzimmerwohnung,monoambiente,noun,"m; ein Raum mit Küche, Bad extra",2
737,11,der Besitzer / der Vermieter,dueño,noun,m; f: dueña,2
738,11,das Gebäude / das Wohnhaus,edificio,noun,m,2
739,11,das Stockwerk,piso,noun,m; primer piso = 1. Stock; die Wohnung = departamento,2
740,11,das Gas,gas,noun,m; Gasherd und Gasheizung sind üblich,2
741,11,das Internet,internet,noun,meist ohne Artikel: ¿hay internet?,1
742,11,das WLAN,wifi,noun,m; ausgesprochen wífi; la clave del wifi = das WLAN-Passwort,1
743,11,die Waschmaschine,lavarropas,noun,m; porteño für lavadora; Plural gleich,2
744,11,der Kühlschrank,heladera,noun,f; porteño für nevera / refrigerador,2
745,11,die Nebenkosten (Hausgeld),expensas,noun,f pl; monatlich zusätzlich zur Miete,2
746,11,die Bürgschaft / die Garantie,garantía,noun,f; zum Mieten in BA meist nötig (Bürge mit Immobilie),2
747,11,ich ziehe um,me mudo,verb,yo (mudarse); der Umzug = la mudanza,2
748,11,du ziehst um,te mudás,verb,vos,2
749,11,er/sie zieht um,se muda,verb,él/ella,2
750,6,der Tanguero,tanguero,noun,m; f: tanguera; allgemein: Tango-Mensch,3
751,6,der Anfänger,principiante,noun,m; f gleich: la principiante,2
752,6,die Tanzlinie,línea de baile,noun,f,2
753,6,die enge Umarmung,abrazo cerrado,noun,m,2
754,6,die offene Umarmung,abrazo abierto,noun,m,2
755,6,das Gehen (im Tango),caminata,noun,f,2
756,6,die Salida (Ausgangsbewegung),salida,noun,f; auch: der Ausgang,2
757,6,das Kreuz (Tangofigur),cruce,noun,m; auch: die Kreuzung,2
758,6,die Parada (Stopp-Figur),parada,noun,f; Tangofigur; in B17: die Bushaltestelle,3
759,6,der Pivot (Drehung auf dem Fuß),pivote,noun,m,3
760,6,die Dissoziation (Ober-/Unterkörper),disociación,noun,f,3
761,6,die Führung / der Impuls (Tango),marca,noun,f; marcar = führen,2
762,6,die Phrasierung,fraseo,noun,m,3
763,6,der Sänger (Tango),cantor,noun,m; f: cantora,2
764,6,das Bandoneon (Lunfardo),fueye,noun,m; Lunfardo; wörtlich: Blasebalg,3
765,6,die Geige,violín,noun,m,3
766,6,der Kontrabass,contrabajo,noun,m,3
767,6,den Text tanzen,bailar la letra,phrase,,3
768,6,die Stille tanzen,bailar el silencio,phrase,,3
769,6,der Canyengue (alter Tangostil),canyengue,noun,m,3
770,6,der Salontango,tango de salón,noun,m,3
771,6,der Milonguero-Stil,estilo milonguero,noun,m,3
772,6,die alte Garde,vieja guardia,noun,f; Tango vor 1920,3
773,6,die goldene Ära,época de oro,noun,f; Tango 1935–1955,3
774,6,die Aufführung / die Show,exhibición,noun,f,3
775,6,der Organisator,organizador,noun,m; f: organizadora,3
776,6,der DJ (Milonga),musicalizador,noun,m; auch: el DJ,2
777,6,der Eintritt / die Eintrittskarte,entrada,noun,f; auch: der Eingang,1
778,6,der Tangoschuh,zapato de tango,noun,m,2
779,6,der Absatz (Schuh),taco,noun,m; auch: der Taco,2
780,6,die Sohle,suela,noun,f,2
781,6,die Schuhe wechseln,cambiarse los zapatos,phrase,,2
782,6,ich trete (auf den Fuß),piso,verb,yo (pisar); auch Nomen: das Stockwerk (B11),2
783,6,du trittst (auf den Fuß),pisás,verb,vos,2
784,6,er/sie tritt (auf den Fuß),pisa,verb,él/ella,2
785,6,ich bin voraus / ich rücke vor,adelanto,verb,yo (adelantarse: dem Takt voraus sein),3
786,6,du bist voraus / du rückst vor,adelantás,verb,vos,3
787,6,er/sie ist voraus / rückt vor,adelanta,verb,él/ella,3
788,6,ich bleibe zurück / ich hänge hinterher,atraso,verb,yo (atrasarse: hinter dem Takt sein),3
789,6,du bleibst zurück / du hängst hinterher,atrasás,verb,vos,3
790,6,er/sie bleibt zurück / hängt hinterher,atrasa,verb,él/ella,3
791,6,ich sitze den ganzen Abend (ohne Tanz),plancho,verb,yo (planchar); Lunfardo; wörtlich: ich bügle,3
792,6,du sitzt den ganzen Abend (ohne Tanz),planchás,verb,vos; Lunfardo,3
793,6,er/sie sitzt den ganzen Abend (ohne Tanz),plancha,verb,él/ella; Lunfardo,3
794,6,sitzen gelassen werden (Milonga),quedar clavado,phrase,wörtlich: festgenagelt bleiben,3
795,6,ich traue mich nicht / ich bin gehemmt,me corto,verb,yo (cortarse); auch: ich schneide mich,3
796,6,du traust dich nicht / du bist gehemmt,te cortás,verb,vos,3
797,6,er/sie traut sich nicht / ist gehemmt,se corta,verb,él/ella,3
798,6,die Codes (Milonga-Regeln),códigos,noun,m pl; los códigos de la milonga,2
799,6,der Vorstadtrand,arrabal,noun,m; Herkunftsort des Tangos,3
800,6,die Mietskaserne,conventillo,noun,m; Einwandererhaus um 1900,3
801,6,die Musik spüren,sentir la música,phrase,,2
802,6,die Pause halten,sostener la pausa,phrase,,3
803,6,leicht (Gewicht),liviano,adj,Gegenteil: pesado,2
804,6,schwer / drückend,pesado,adj,auch: nerviger Mensch,2
805,6,ich drücke / ich schiebe,empujo,verb,yo (empujar); Fehler beim Führen,2
806,6,du drückst / du schiebst,empujás,verb,vos,2
807,6,er/sie drückt / schiebt,empuja,verb,él/ella,2
808,6,ich ziehe / ich werfe,tiro,verb,yo (tirar),2
809,6,du ziehst / du wirfst,tirás,verb,vos,2
810,6,er/sie zieht / wirft,tira,verb,él/ella,2
811,8,die Schweißraupe / die Naht,cordón,noun,m; cordón de soldadura,2
812,8,die Fuge / der Stoß,junta,noun,f; Schweißstoß,2
813,8,der Edelstahl,acero inoxidable,noun,m; kurz: inox,2
814,8,das Aluminium,aluminio,noun,m,2
815,8,die Elektrode,electrodo,noun,m,1
816,8,das Elektrodenschweißen,soldadura eléctrica,noun,f; so nennt der Taller das E-Hand-Schweißen (Prozess 111),2
817,8,das MAG-Schweißen,soldadura MIG/MAG,noun,f; man sagt „mig“,2
818,8,das WIG-Schweißen,soldadura TIG,noun,f; man sagt „tig“,2
819,8,der Draht (Schweißdraht),alambre,noun,m,2
820,8,das Argon,argón,noun,m; Schutzgas,3
821,8,der Brenner / die Schweißpistole,torcha,noun,f; auch: la pistola,2
822,8,die Schweißmaske,careta,noun,f; auch: la máscara,2
823,8,die Lederschürze,delantal de cuero,noun,m,3
824,8,die Lederjacke (Schweißer),campera de cuero,noun,f,3
825,8,die Trennscheibe,disco de corte,noun,m; für die amoladora,2
826,8,die Schlacke,escoria,noun,f,2
827,8,die Porosität,porosidad,noun,f; Schweißfehler,3
828,8,der Einbrand,penetración,noun,f,3
829,8,der Riss,fisura,noun,f; auch: la grieta,2
830,8,das Maß,medida,noun,f; tomar la medida = Maß nehmen,2
831,8,der Millimeter,milímetro,noun,m,2
832,8,der Anschlagwinkel (Werkzeug),escuadra,noun,f,2
833,8,die Wasserwaage,nivel,noun,m; auch: das Niveau,2
834,8,der Schraubstock,morsa,noun,f; porteño,2
835,8,die Zwinge / die Presse,prensa,noun,f,3
836,8,der Bohrer (Bohreinsatz),mecha,noun,f,2
837,8,der Bolzen / die Maschinenschraube,bulón,noun,m; porteño,2
838,8,die Unterlegscheibe,arandela,noun,f,3
839,8,die Werkbank,banco de trabajo,noun,m,2
840,8,der Vorarbeiter / der Polier,capataz,noun,m,2
841,8,der Boss / der Eigentümer,patrón,noun,m; f: patrona,2
842,8,die Halbmonatszahlung / die zwei Wochen,quincena,noun,f; Löhne oft alle 2 Wochen,2
843,8,angemeldet / offiziell (Arbeit),en blanco,phrase,trabajar en blanco; Gegenteil: en negro,1
844,8,schwarz / inoffiziell (Arbeit),en negro,phrase,trabajar en negro = schwarzarbeiten,1
845,8,die Lohnabrechnung,recibo de sueldo,noun,m,2
846,8,die Arbeitsunfallversicherung,ART,noun,f; Aseguradora de Riesgos del Trabajo,2
847,8,der Unfall,accidente,noun,m,1
848,8,die Verbrennung,quemadura,noun,f,2
849,8,der Rauch,humo,noun,m,2
850,8,die Lüftung,ventilación,noun,f,3
851,8,ich poliere / ich schleife fein,pulo,verb,yo (pulir),2
852,8,du polierst / du schleifst fein,pulís,verb,vos,2
853,8,er/sie poliert / schleift fein,pule,verb,él/ella,2
854,8,ich schleife (mit der Flex),amuelo,verb,yo (amolar),2
855,8,du schleifst (mit der Flex),amolás,verb,vos,2
856,8,er/sie schleift (mit der Flex),amuela,verb,él/ella,2
857,8,ich markiere / ich reiße an,marco,verb,yo (marcar); im Tango: ich führe,2
858,8,du markierst / du reißt an,marcás,verb,"vos; im Tango: du führst; él/ella: marca (= auch Nomen, B6)",2
859,8,ich baue zusammen,armo,verb,yo (armar),2
860,8,du baust zusammen,armás,verb,vos,2
861,8,er/sie baut zusammen,arma,verb,él/ella; auch Nomen: die Waffe,2
862,8,ich baue auseinander,desarmo,verb,yo (desarmar),3
863,8,du baust auseinander,desarmás,verb,vos,3
864,8,er/sie baut auseinander,desarma,verb,él/ella,3
865,8,ich ziehe an (Schraube) / ich drücke,aprieto,verb,yo (apretar),2
866,8,du ziehst an (Schraube) / du drückst,apretás,verb,vos,2
867,8,er/sie zieht an (Schraube) / drückt,aprieta,verb,él/ella,2
868,8,ich lockere / ich löse (Schraube),aflojo,verb,yo (aflojar),2
869,8,du lockerst / du löst (Schraube),aflojás,verb,vos,2
870,8,er/sie lockert / löst (Schraube),afloja,verb,él/ella,2
871,8,ich stelle ein / ich justiere,ajusto,verb,yo (ajustar),3
872,8,du stellst ein / du justierst,ajustás,verb,vos,3
873,8,er/sie stellt ein / justiert,ajusta,verb,él/ella,3
874,8,der Kostenvoranschlag / das Budget,presupuesto,noun,m,3
875,8,der Kunde,cliente,noun,m; f: clienta,2
876,8,die Lieferung / die Abgabe,entrega,noun,f,3
877,8,das Gitter / das Fenstergitter,reja,noun,f; typisches Metallbau-Produkt,2
878,8,das Tor / das Garagentor,portón,noun,m,2
879,8,das Geländer,baranda,noun,f,2
880,8,die Struktur / der Stahlbau,estructura,noun,f; estructura metálica,2
881,8,der Anhänger (Fahrzeug),acoplado,noun,m,3
882,8,das Chassis / das Fahrgestell,chasis,noun,m,3
883,8,die Wannenlage (Schweißposition),posición plana,noun,f; PA,3
884,8,steigend (Schweißposition),vertical ascendente,phrase,PF,3
885,8,über Kopf (Schweißposition),sobre cabeza,phrase,PE,3
886,8,die Werft,astillero,noun,m,3
887,8,der Hafen,puerto,noun,m,2
888,8,der Kran,grúa,noun,f,2
889,8,das hält,eso aguanta,phrase,aguantar = aushalten,2
890,8,ordentlich / sauber (Arbeit),prolijo,adj,wichtiges Wort; Gegenteil: desprolijo,1
891,8,sauber gemacht / ist ordentlich geworden,quedó prolijo,phrase,quedó = pretérito (quedar),2
892,8,das ist krumm / verzogen,está torcido,phrase,"torcido = krumm, verzogen",2
893,8,gib mir mal / reich mir,pasame,verb,imperativo vos (pasar) + me; pasame la amoladora,1
894,8,die Pause (Arbeit),descanso,noun,m; auch Verb: ich ruhe mich aus (B15),2
895,8,der Feierabend / die Schlusszeit,hora de salida,noun,f,2
896,10,begleitest du mich? (Tanzaufforderung),¿me acompañás?,phrase,voseo; höfliche Einladung zum Tanz,1
897,10,noch eine? (Tanda),¿una más?,phrase,,2
898,10,ich habe Zeit,tengo tiempo,phrase,tiempo = Zeit; auch: Wetter,2
899,10,er macht nichts und tanzt alles,no hace nada y baila todo,phrase,höchstes Lob für einen Tänzer,3
900,10,du tanzt wie die Alten,bailás como los viejos,phrase,großes Kompliment,3
901,11,das Zimmer (zur Miete),pieza,noun,f; porteño für cuarto; in B8: das Werkstück,2
902,11,das Reihenhaus (alter Stil),casa chorizo,noun,f; typisch Boedo / Almagro,3
903,11,die Wohnung mit Innenhof (PH),PH,noun,"m; propiedad horizontal, ausgesprochen pe-ache",3
904,11,der Innenhof,patio,noun,m,2
905,11,der Flur / der Gang,pasillo,noun,m,2
906,11,die Treppe,escalera,noun,f,2
907,11,das Schloss (Tür),cerradura,noun,f,2
908,11,die Klingel,timbre,noun,m; tocar timbre = klingeln,2
909,11,der Hausmeister / der Portier,portero,noun,m; porteño meist: el encargado,2
910,11,der Rollladen,persiana,noun,f,3
911,11,die Matratze,colchón,noun,m,2
912,11,die Bettlaken,sábanas,noun,f pl,2
913,11,das Kissen,almohada,noun,f,2
914,11,die Decke (Bett),frazada,noun,f; porteño für manta,2
915,11,das Handtuch,toalla,noun,f,2
916,11,Wäsche aufhängen,tender la ropa,phrase,,3
917,11,die Dusche,ducha,noun,f,2
918,11,der Durchlauferhitzer / der Boiler,calefón,noun,m,2
919,11,der Heizofen,estufa,noun,f,2
920,11,der Ventilator,ventilador,noun,m,2
921,11,die Klimaanlage (ugs.),aire,noun,m; kurz für aire acondicionado; auch: die Luft,2
922,11,der Ofen / der Backofen,horno,noun,m,2
923,11,der Wasserkessel (für Mate),pava,noun,f,2
924,11,die Thermoskanne,termo,noun,m,2
925,11,der Mate-Trinkhalm,bombilla,noun,f,2
926,11,Mate zubereiten / einschenken,cebar mate,phrase,,2
927,11,der Tante-Emma-Laden,almacén,noun,m,2
928,11,die Wäscherei,lavadero,noun,m,3
